fire_ID,latitude,longitude,size,perimeter,start_date,end_date,duration,speed,expansion,location,state,state_short,sentiment,magnitude,num_tweets
840436,-34.3187,117.3319,0.86,4.63,2016-04-16,2016-04-16,1,0.81,0.86,"Cranbrook, WA, Australia",Western Australia,WA,0.0,0.10000000149011612,1
840442,-34.3687,115.8068,0.43,2.78,2015-11-23,2015-11-28,6,0.28,0.07,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840444,-34.3895,115.8154,0.43,2.78,2015-11-22,2015-11-23,2,0.46,0.21,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840446,-34.4812,116.8877,7.29,16.67,2016-04-05,2016-04-20,16,1.61,0.46,"Cranbrook, WA, Australia",Western Australia,WA,0.0,0.10000000149011612,1
840456,-34.5229,116.6225,3.86,10.19,2015-11-21,2015-11-27,7,1.27,0.55,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840458,-34.5687,116.7728,42.87,45.37,2015-10-23,2015-11-25,34,3.24,1.26,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840462,-34.5437,117.3143,0.21,1.85,2016-05-12,2016-05-12,1,0.46,0.21,"Plantagenet, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
840482,-34.6562,116.0348,1.29,7.41,2015-11-28,2015-11-30,3,0.7,0.43,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840492,-34.8562,118.3675,3.64,9.26,2016-05-12,2016-05-14,3,1.43,1.21,"Albany, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
840494,-34.8895,118.3241,0.64,3.7,2016-05-20,2016-05-23,4,0.55,0.16,"Albany, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,1
840496,-34.9312,118.1301,6.65,15.74,2015-12-30,2016-01-08,10,1.47,0.66,"Albany, WA, Australia",Western Australia,WA,-0.6000000238418579,1.2999999523162842,2
840500,-34.9854,116.5299,5.79,13.89,2015-11-29,2015-12-12,14,1.3,0.41,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
840502,-34.9687,116.5774,2.36,7.41,2015-11-28,2015-12-04,7,0.9,0.34,"Manjimup, WA, Australia",Western Australia,WA,-0.5,0.5,1
860718,-21.2562,117.0125,5.14,13.89,2016-05-06,2016-05-09,4,1.2,1.29,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860722,-21.2812,117.162,33.23,42.6,2016-05-06,2016-05-09,4,5.23,8.31,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860724,-21.2854,117.0714,1.5,7.41,2016-05-06,2016-05-09,4,0.76,0.38,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860726,-21.3104,117.2076,0.64,4.63,2016-05-06,2016-05-09,4,0.47,0.16,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860730,-21.3979,117.2284,4.5,12.04,2016-05-06,2016-05-09,4,1.16,1.13,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860734,-21.5562,116.7915,1.5,7.41,2016-07-28,2016-07-29,2,0.95,0.75,"Ashburton, WA, Australia",Western Australia,WA,0.0,0.8999999761581421,4
860778,-22.1229,116.6301,131.84,144.46,2016-11-28,2016-12-11,14,4.28,9.42,"Ashburton, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
860784,-22.177,118.1463,23.58,38.89,2016-05-29,2016-06-06,9,2.2,2.62,"Ashburton, WA, Australia",Western Australia,WA,-0.6000000238418579,2.5999999046325684,2
860786,-22.1812,114.8606,0.86,4.63,2016-06-08,2016-06-10,3,0.44,0.29,"Ashburton, WA, Australia",Western Australia,WA,-0.699999988079071,2.200000047683716,1
860810,-22.5312,119.0786,8.36,16.67,2016-11-30,2016-12-03,4,1.24,2.09,"East Pilbara, WA, Australia",Western Australia,WA,-0.4000000059604645,0.4000000059604645,1
860820,-22.5812,118.5035,5.36,12.96,2016-06-27,2016-06-29,3,1.84,1.79,"Ashburton, WA, Australia",Western Australia,WA,-0.6000000238418579,0.6000000238418579,1
860832,-22.7229,118.3503,74.39,128.71,2016-05-01,2016-05-14,14,4.67,5.31,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860836,-22.7104,119.2429,16.29,31.48,2016-12-02,2016-12-11,10,2.31,1.63,"East Pilbara, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
860838,-22.7645,118.7524,3.0,12.04,2016-05-06,2016-05-14,9,1.25,0.33,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860840,-22.7687,118.7063,1.07,5.56,2016-05-09,2016-05-14,6,0.71,0.18,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860842,-22.777,118.7271,0.43,3.7,2016-05-13,2016-05-14,2,0.47,0.21,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860844,-22.7854,117.9571,1.07,4.63,2016-05-08,2016-05-08,1,1.01,1.07,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860846,-22.7979,118.3475,15.65,22.22,2016-11-15,2016-11-18,4,1.7,3.91,"Ashburton, WA, Australia",Western Australia,WA,-0.20000000298023224,2.200000047683716,1
860848,-22.8104,118.7381,2.79,9.26,2016-05-02,2016-05-14,13,1.55,0.21,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860850,-22.8187,117.9588,3.64,8.33,2016-05-08,2016-05-12,5,0.89,0.73,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860852,-22.8354,118.6876,20.58,33.34,2016-05-02,2016-05-12,11,2.61,1.87,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860854,-22.8562,117.8873,4.29,18.52,2016-05-08,2016-05-11,4,2.74,1.07,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860856,-22.8437,118.74,0.21,1.85,2016-05-09,2016-05-09,1,0.46,0.21,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
860858,-22.8979,118.118,15.22,25.0,2016-11-22,2016-11-28,7,1.45,2.17,"Ashburton, WA, Australia",Western Australia,WA,-0.30000001192092896,0.6000000238418579,2
860864,-22.9687,118.9672,46.52,50.93,2016-11-25,2016-12-03,9,3.84,5.17,"East Pilbara, WA, Australia",Western Australia,WA,-0.30000001192092896,0.6000000238418579,2
860872,-23.1062,118.9664,40.94,45.37,2016-11-29,2016-12-11,13,2.32,3.15,"East Pilbara, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
860876,-23.1687,118.9946,47.59,63.89,2016-11-29,2016-12-11,13,6.07,3.66,"East Pilbara, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
860890,-23.377,119.7846,0.86,4.63,2016-12-10,2016-12-10,1,0.5,0.86,"East Pilbara, WA, Australia",Western Australia,WA,0.0,0.5,1
860894,-23.4145,114.1928,4.72,11.11,2017-04-04,2017-04-08,5,0.87,0.94,"Carnarvon, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
860908,-24.052,113.9087,0.21,1.85,2017-04-14,2017-04-14,1,0.46,0.21,"Carnarvon, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
860910,-24.0895,113.8507,0.21,1.85,2017-04-12,2017-04-12,1,0.46,0.21,"Carnarvon, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
860918,-24.5354,119.5693,225.73,184.27,2016-11-28,2016-12-14,17,3.58,13.28,"Meekatharra, WA 6642, Australia",Western Australia,WA,0.0,0.5,1
860920,-24.6479,119.5667,7.93,17.59,2016-12-01,2016-12-06,6,1.45,1.32,"Meekatharra, WA 6642, Australia",Western Australia,WA,0.0,0.5,1
861004,-28.4312,123.7339,625.31,304.65,2016-11-29,2016-12-10,12,14.01,52.11,"Laverton, WA 6440, Australia",Western Australia,WA,0.0,0.5,1
861012,-28.5729,122.0735,57.88,94.45,2016-11-28,2016-12-05,8,4.74,7.23,"Laverton, WA 6440, Australia",Western Australia,WA,0.0,0.5,1
861038,-28.952,123.6939,67.53,83.34,2016-11-29,2016-12-04,6,5.72,11.25,"Laverton, WA 6440, Australia",Western Australia,WA,0.0,0.5,1
861052,-29.0604,115.0909,1.07,5.56,2016-05-18,2016-05-23,6,0.43,0.18,"Irwin, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,1
861054,-29.0604,115.0433,1.71,6.48,2016-05-06,2016-05-10,5,0.78,0.34,"Irwin, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
